Ticker,Year,Name,CAGR of  Market Cap over 1 Month,CAGR of  P/E over 1 Month,Sharpe:M-1,Tkr & Exch,BEst Target Px:D-1,Tot Assets LF,FCF T12M,Governance,Security_Name,Industry,Country
JCI US Equity,2017,JOHNSON CONTROLS INTERNATION,0.5748,0.5749,-0.0297,JCI     US,46.667,50686001152,-1545000064,7.25,Johnson Controls International,Comml & Res Bldg Equip & Sys,United States
JCI US Equity,2018,JOHNSON CONTROLS INTERNATION,-63.24,-63.24,-2.0185,JCI     US,39.938,49406001152,1126000000,7.31,Johnson Controls International,Comml & Res Bldg Equip & Sys,United States
JCI US Equity,2019,JOHNSON CONTROLS INTERNATION,57.9227,57.9227,3.4887,JCI     US,43.864,43069001728,1431000000,7.54,Johnson Controls International,Comml & Res Bldg Equip & Sys,United States
JCI US Equity,2020,JOHNSON CONTROLS INTERNATION,77.9769,77.977,2.2281,JCI     US,48.75,40815001600,1776000000,NA,Johnson Controls International,Comml & Res Bldg Equip & Sys,United States
JEF US Equity,2014,JEFFERIES FINANCIAL GROUP IN,17.2312,17.2313,0.6319,JEF     US,NA,51407736832,-1120268000,6.76,Jefferies Financial Group Inc,Institutional Brokerage,United States
JEF US Equity,2015,JEFFERIES FINANCIAL GROUP IN,-47.0114,-39.1845,-1.8982,JEF     US,NA,50513739776,-1245798992,7.02,Jefferies Financial Group Inc,Institutional Brokerage,United States
JEF US Equity,2016,JEFFERIES FINANCIAL GROUP IN,-67.231,0,-2.5587,JEF     US,24,46106013696,410772000,6.65,Jefferies Financial Group Inc,Institutional Brokerage,United States
JEF US Equity,2017,JEFFERIES FINANCIAL GROUP IN,28.8005,39.2237,3.0491,JEF     US,30,47666946048,1096912000,6.97,Jefferies Financial Group Inc,Institutional Brokerage,United States
JEF US Equity,2018,JEFFERIES FINANCIAL GROUP IN,-53.703,-33.8681,-1.145,JEF     US,32,48948670464,-85436992,7.24,Jefferies Financial Group Inc,Institutional Brokerage,United States
JKHY US Equity,2019,JACK HENRY & ASSOCIATES INC,12.3954,12.3955,0.8337,JKHY    US,141.6,2225978112,364748000,7.58,Jack Henry & Associates Inc,Data & Transaction Processors,United States
JKHY US Equity,2020,JACK HENRY & ASSOCIATES INC,-30.4464,-30.3365,-0.9544,JKHY    US,167.818,2335076096,457042008,7.3,Jack Henry & Associates Inc,Data & Transaction Processors,United States
JNJ US Equity,2014,JOHNSON & JOHNSON,44.5209,57.9325,2.5988,JNJ     US,109.65,132096999424,14597999872,8.06,Johnson & Johnson,Large Pharma,United States
JNJ US Equity,2015,JOHNSON & JOHNSON,176.2481,178.8013,13.0613,JNJ     US,109.125,133265997824,14968999680,7.87,Johnson & Johnson,Large Pharma,United States
JNJ US Equity,2016,JOHNSON & JOHNSON,-37.0375,0,-2.3655,JNJ     US,126.947,140369002496,13696999936,7.85,Johnson & Johnson,Large Pharma,United States
JNJ US Equity,2017,JOHNSON & JOHNSON,77.771,75.8173,5.1467,JNJ     US,145.524,155657994240,18471999488,7.73,Johnson & Johnson,Large Pharma,United States
JNJ US Equity,2018,JOHNSON & JOHNSON,32.0145,32.452,1.8248,JNJ     US,147.111,155703001088,18469999872,7.84,Johnson & Johnson,Large Pharma,United States
JNJ US Equity,2019,JOHNSON & JOHNSON,-22.6109,-20.2056,-0.8342,JNJ     US,149.824,155521007616,19706000384,7.51,Johnson & Johnson,Large Pharma,United States
JNJ US Equity,2020,JOHNSON & JOHNSON,-28.0052,-27.9147,-1.4104,JNJ     US,165.471,170693001216,18307000064,NA,Johnson & Johnson,Large Pharma,United States
JNPR US Equity,2014,JUNIPER NETWORKS INC,-2.6843,-2.6844,-0.0559,JNPR    US,23.069,9569000448,671900000,6.1,Juniper Networks Inc,Communications Equipment,United States
JNPR US Equity,2015,JUNIPER NETWORKS INC,279.3587,263.1815,9.5476,JNPR    US,31.584,8505900032,859500000,6.24,Juniper Networks Inc,Communications Equipment,United States
JNPR US Equity,2016,JUNIPER NETWORKS INC,21.3561,0,0.8736,JNPR    US,26.747,9145199616,670900000,6.68,Juniper Networks Inc,Communications Equipment,United States
JNPR US Equity,2017,JUNIPER NETWORKS INC,-80.5416,-80.5416,-2.4689,JNPR    US,27.132,9739799552,1230300000,6.75,Juniper Networks Inc,Communications Equipment,United States
JNPR US Equity,2018,JUNIPER NETWORKS INC,47.4983,47.4983,1.5776,JNPR    US,28.341,9100300288,698400000,7.01,Juniper Networks Inc,Communications Equipment,United States
JNPR US Equity,2019,JUNIPER NETWORKS INC,157.7748,157.7747,7.5683,JNPR    US,25.952,8753600512,525600000,7.07,Juniper Networks Inc,Communications Equipment,United States
JNPR US Equity,2020,JUNIPER NETWORKS INC,-50.9144,-47.2659,-1.4964,JNPR    US,24.25,8694700032,487900000,NA,Juniper Networks Inc,Communications Equipment,United States
JPM US Equity,2014,JPMORGAN CHASE & CO,14.0139,22.5882,0.9244,JPM     US,66.75,2527004983296,739000320,6.79,JPMorgan Chase & Co,Diversified Banks,United States
JPM US Equity,2015,JPMORGAN CHASE & CO,201.4578,218.2002,10.1233,JPM     US,72.862,2417121034240,86044998656,6.85,JPMorgan Chase & Co,Diversified Banks,United States
JPM US Equity,2016,JPMORGAN CHASE & CO,-12.9303,0,2.3611,JPM     US,73.379,2521028886528,-2548000000,6.44,JPMorgan Chase & Co,Diversified Banks,United States
JPM US Equity,2017,JPMORGAN CHASE & CO,34.1672,58.3804,5.1531,JPM     US,101.548,2563073900544,22873000448,6.04,JPMorgan Chase & Co,Diversified Banks,United States
JPM US Equity,2018,JPMORGAN CHASE & CO,-46.8397,-40.0002,-1.8771,JPM     US,124.679,2615182884864,27302000640,6.72,JPMorgan Chase & Co,Diversified Banks,United States
JPM US Equity,2019,JPMORGAN CHASE & CO,206.4546,279.2201,18.126,JPM     US,124.708,2764661063680,-76617000576,7.23,JPMorgan Chase & Co,Diversified Banks,United States
JPM US Equity,2020,JPMORGAN CHASE & CO,78.8251,78.4121,2.4737,JPM     US,116.192,3246075936768,31226998784,6.86,JPMorgan Chase & Co,Diversified Banks,United States
JWN US Equity,2014,NORDSTROM INC,84.6627,84.6627,4.6991,JWN     US,71.6,8906000384,390000000,6.17,Nordstrom Inc,Department Stores,United States
JWN US Equity,2015,NORDSTROM INC,-71.807,-71.8069,-1.4787,JWN     US,78.364,9699999744,260000000,7.89,Nordstrom Inc,Department Stores,United States
JWN US Equity,2016,NORDSTROM INC,-57.5509,0,-1.1905,JWN     US,49.955,8129999872,1919000000,7.34,Nordstrom Inc,Department Stores,United States
JWN US Equity,2017,NORDSTROM INC,-75.9426,-75.9426,-2.74,JWN     US,45.529,8160999936,591000000,7.12,Nordstrom Inc,Department Stores,United States
JWN US Equity,2018,NORDSTROM INC,262.3286,262.3286,8.0951,JWN     US,60.647,8489999872,761000000,7.13,Nordstrom Inc,Department Stores,United States
JWN US Equity,2019,NORDSTROM INC,297.2742,288.3396,9.8538,JWN     US,35.562,9934999552,529000000,7.81,Nordstrom Inc,Department Stores,United States
K US Equity,2014,KELLOGG CO,65.6091,95.8204,6.3266,K       US,63.286,15772000256,966000000,7.27,Kellogg Co,Packaged Food,United States
K US Equity,2015,KELLOGG CO,9.7695,6.8279,0.3227,K       US,69.562,15518000128,969000000,7.25,Kellogg Co,Packaged Food,United States
K US Equity,2016,KELLOGG CO,-32.0865,0,-3.7697,K       US,83,15319000064,1203000000,7.25,Kellogg Co,Packaged Food,United States
K US Equity,2017,KELLOGG CO,-33.7072,-34.4666,-1.3249,K       US,70.211,15640999936,1223000000,7.38,Kellogg Co,Packaged Food,United States
K US Equity,2018,KELLOGG CO,-56.8249,-57.3168,-1.6415,K       US,69.842,18114000896,935000000,7.37,Kellogg Co,Packaged Food,United States
K US Equity,2019,KELLOGG CO,33.6032,31.6141,2.0083,K       US,65.2,17499000832,910000000,7.32,Kellogg Co,Packaged Food,United States
K US Equity,2020,KELLOGG CO,-11.3133,-13.695,-0.9277,K       US,71.619,18922000384,1368000000,NA,Kellogg Co,Packaged Food,United States
KDP US Equity,2014,KEURIG DR PEPPER INC,139.9933,150.6164,6.8835,KDP     US,66.944,8261000192,848000000,8.01,Keurig Dr Pepper Inc,Non-Alcoholic Beverages,United States
KDP US Equity,2015,KEURIG DR PEPPER INC,61.354,82.5894,3.8001,KDP     US,91.667,8224999936,838000000,7.82,Keurig Dr Pepper Inc,Non-Alcoholic Beverages,United States
KDP US Equity,2016,KEURIG DR PEPPER INC,-28.3198,0,-0.4139,KDP     US,95.375,8673000448,713000000,7.5,Keurig Dr Pepper Inc,Non-Alcoholic Beverages,United States
KDP US Equity,2017,KEURIG DR PEPPER INC,-44.7715,-40.356,-2.2599,KDP     US,95.529,10039000064,838000000,6.44,Keurig Dr Pepper Inc,Non-Alcoholic Beverages,United States
KEY US Equity,2014,KEYCORP,-3.9426,7.2599,0.2575,KEY     US,14.696,89784000512,931000000,7.77,KeyCorp,Banks,United States
KEY US Equity,2015,KEYCORP,5.7027,14.1843,0.3414,KEY     US,15.019,95421997056,1020000128,7.9,KeyCorp,Banks,United States
KEY US Equity,2016,KEYCORP,246.1727,0,12.0602,KEY     US,15.365,135805001728,1708000000,8.03,KeyCorp,Banks,United States
KEY US Equity,2017,KEYCORP,-18.269,-6.7142,-0.5317,KEY     US,20.477,136732999680,1785000064,7.95,KeyCorp,Banks,United States
KEY US Equity,2018,KEYCORP,-69.5624,-63.142,-1.9168,KEY     US,22.2,138805002240,1401000000,7.21,KeyCorp,Banks,United States
KEY US Equity,2019,KEYCORP,152.8769,209.9852,10.5551,KEY     US,19.707,146690998272,3527000064,7.65,KeyCorp,Banks,United States
KEY US Equity,2020,KEYCORP,23.307,22.6061,0.4077,KEY     US,14.05,170540007424,1662000000,7.68,KeyCorp,Banks,United States
KEYS US Equity,2018,KEYSIGHT TECHNOLOGIES IN,-69.8167,-69.8167,-2.2366,KEYS    US,74.889,5846000128,268000000,6.75,Keysight Technologies Inc,Measurement Instruments,United States
KEYS US Equity,2019,KEYSIGHT TECHNOLOGIES IN,112.2432,112.2429,3.7035,KEYS    US,104.091,6348000256,846000000,6.38,Keysight Technologies Inc,Measurement Instruments,United States
KEYS US Equity,2020,KEYSIGHT TECHNOLOGIES IN,346.4198,346.4201,16.1331,KEYS    US,120.786,7160999936,1469000000,6.92,Keysight Technologies Inc,Measurement Instruments,United States
KHC US Equity,2015,KRAFT HEINZ CO/THE,-6.6611,-7.2233,-0.2495,KHC     US,81.286,121792004096,NA,7.12,Kraft Heinz Co/The,Packaged Food,United States
KHC US Equity,2016,KRAFT HEINZ CO/THE,-39.8784,0,-2.6786,KHC     US,98.067,121079996416,NA,6.99,Kraft Heinz Co/The,Packaged Food,United States
KHC US Equity,2017,KRAFT HEINZ CO/THE,-16.395,-16.395,-1.1798,KHC     US,89.526,120050999296,2601999936,6.87,Kraft Heinz Co/The,Packaged Food,United States
KHC US Equity,2018,KRAFT HEINZ CO/THE,-39.6236,-39.7717,-0.972,KHC     US,62.136,119730003968,555000000,6.23,Kraft Heinz Co/The,Packaged Food,United States
KHC US Equity,2019,KRAFT HEINZ CO/THE,884.7374,874.3591,24.1205,KHC     US,32.132,102822002688,2852000064,6.4,Kraft Heinz Co/The,Packaged Food,United States
KHC US Equity,2020,KRAFT HEINZ CO/THE,39.0652,39.0055,1.399,KHC     US,36.571,98121998336,4304000000,NA,Kraft Heinz Co/The,Packaged Food,United States
KIM US Equity,2014,KIMCO REALTY CORP,269.8169,265.9314,18.3218,KIM     US,24.4,10293211136,-112735008,6.66,Kimco Realty Corp,Retail REIT,United States
KIM US Equity,2015,KIMCO REALTY CORP,69.8592,69.0148,3.2744,KIM     US,27.824,11413984256,-214518008,6.83,Kimco Realty Corp,Retail REIT,United States
KIM US Equity,2016,KIMCO REALTY CORP,-66.6419,0,-4.1738,KIM     US,31.281,11206102016,-23011008,6.58,Kimco Realty Corp,Retail REIT,United States
KIM US Equity,2017,KIMCO REALTY CORP,-26.3148,-26.3496,-1.594,KIM     US,22.147,11702241280,212643000,7.03,Kimco Realty Corp,Retail REIT,United States
KIM US Equity,2018,KIMCO REALTY CORP,9.773,9.7457,0.2508,KIM     US,16.981,11109521408,266600000,7.12,Kimco Realty Corp,Retail REIT,United States
KIM US Equity,2019,KIMCO REALTY CORP,60.0719,60.0091,4.1251,KIM     US,19.976,11085130752,119464000,7,Kimco Realty Corp,Retail REIT,United States
KIM US Equity,2020,KIMCO REALTY CORP,-83.3947,-83.3924,-1.9762,KIM     US,13.588,11524192256,236102008,NA,Kimco Realty Corp,Retail REIT,United States
KLAC US Equity,2014,KLA CORP,101.0782,106.5692,2.5348,KLAC    US,79.25,5301572096,577368008,7.08,KLA Corp,Semiconductor Mfg,United States
KLAC US Equity,2015,KLA CORP,1549.3207,1631.9337,28.2589,KLAC    US,65.192,4571322880,725074984,6.91,KLA Corp,Semiconductor Mfg,United States
KLAC US Equity,2016,KLA CORP,59.9589,0,6.6077,KLAC    US,79,4996098048,701407992,6.45,KLA Corp,Semiconductor Mfg,United States
KLAC US Equity,2017,KLA CORP,39.0997,41.0898,2.3551,KLAC    US,111.909,5690398208,1239049984,6.57,KLA Corp,Semiconductor Mfg,United States
KLAC US Equity,2018,KLA CORP,-46.9485,-39.5607,-0.9477,KLAC    US,121.067,5645109248,1163374992,6.71,KLA Corp,Semiconductor Mfg,United States
KLAC US Equity,2019,KLA CORP,103.4164,113.1511,3.4599,KLAC    US,182.562,9229399040,1126738016,6.99,KLA Corp,Semiconductor Mfg,United States
KLAC US Equity,2020,KLA CORP,442.9133,470.4676,12.2083,KLAC    US,224.722,9320095744,1618742016,6.65,KLA Corp,Semiconductor Mfg,United States
KMB US Equity,2014,KIMBERLY-CLARK CORP,85.8998,220.9818,12.9971,KMB     US,109.387,18876000256,2214000000,6.65,Kimberly-Clark Corp,Personal Care Products,United States
KMB US Equity,2015,KIMBERLY-CLARK CORP,98.687,107.0988,7.4717,KMB     US,125,14928000000,1124000000,6.73,Kimberly-Clark Corp,Personal Care Products,United States
KMB US Equity,2016,KIMBERLY-CLARK CORP,-70.3383,0,-3.951,KMB     US,125.615,14899000320,2186000000,6.73,Kimberly-Clark Corp,Personal Care Products,United States
KMB US Equity,2017,KIMBERLY-CLARK CORP,-46.6763,-43.8514,-3.4557,KMB     US,122.308,15048999936,2153000000,6.76,Kimberly-Clark Corp,Personal Care Products,United States
KMB US Equity,2018,KIMBERLY-CLARK CORP,-51.0615,-48.8178,-1.8841,KMB     US,107,14583000064,2128000000,6.98,Kimberly-Clark Corp,Personal Care Products,United States
KMB US Equity,2019,KIMBERLY-CLARK CORP,-56.9514,-55.0666,-1.866,KMB     US,137.467,15032999936,1583000000,7.17,Kimberly-Clark Corp,Personal Care Products,United States
KMB US Equity,2020,KIMBERLY-CLARK CORP,-68.9491,-67.9562,-2.5211,KMB     US,152.077,16531000320,2530000064,NA,Kimberly-Clark Corp,Personal Care Products,United States
KMI US Equity,2014,KINDER MORGAN INC,-5.6203,-5.6274,0.2583,KMI     US,45,77117997056,273000000,6.66,Kinder Morgan Inc,Midstream - Oil & Gas,United States
KMI US Equity,2015,KINDER MORGAN INC,-88.0653,-90.3327,-2.4439,KMI     US,39,85676998656,192000000,7.19,Kinder Morgan Inc,Midstream - Oil & Gas,United States
KMI US Equity,2016,KINDER MORGAN INC,-73.6268,0,-2.9619,KMI     US,24.167,81604001792,86000064,7.26,Kinder Morgan Inc,Midstream - Oil & Gas,United States
KMI US Equity,2017,KINDER MORGAN INC,-44.9378,-44.9414,-2.9294,KMI     US,23.062,80351002624,1916000000,7.21,Kinder Morgan Inc,Midstream - Oil & Gas,United States
KMI US Equity,2018,KINDER MORGAN INC,-32.3579,-32.424,-0.8831,KMI     US,21.486,79062999040,1805000000,7.11,Kinder Morgan Inc,Midstream - Oil & Gas,United States
KMI US Equity,2019,KINDER MORGAN INC,-15.0156,-15.4959,-0.3615,KMI     US,22.143,76930998272,2564000000,6.82,Kinder Morgan Inc,Midstream - Oil & Gas,United States
KMI US Equity,2020,KINDER MORGAN INC,-54.262,-54.3234,-1.2367,KMI     US,16.88,71821000704,3160999936,6.73,Kinder Morgan Inc,Midstream - Oil & Gas,United States
KMX US Equity,2014,CARMAX INC,592.0614,752.0744,19.8698,KMX     US,55.571,12399912960,-1095820000,5.99,CarMax Inc,Automotive Retailers,United States
KMX US Equity,2015,CARMAX INC,-50.2478,-32.163,-1.8567,KMX     US,72.769,13952565248,-936506008,7.46,CarMax Inc,Automotive Retailers,United States
KMX US Equity,2016,CARMAX INC,-42.4953,0,-0.9314,KMX     US,60.036,15504331776,-488434008,7.12,CarMax Inc,Automotive Retailers,United States
KMX US Equity,2017,CARMAX INC,-25.5404,-25.5403,-2.3919,KMX     US,76.571,16875732992,-705866984,7.66,CarMax Inc,Automotive Retailers,United States
KMX US Equity,2018,CARMAX INC,-6.7044,-6.7045,-0.3388,KMX     US,84.417,18176505856,-363579016,7.9,CarMax Inc,Automotive Retailers,United States
KMX US Equity,2019,CARMAX INC,190.6944,190.6943,9.9543,KMX     US,98.692,20140253184,-378242000,7.92,CarMax Inc,Automotive Retailers,United States
KMX US Equity,2020,CARMAX INC,-4.9406,-4.9407,-0.1705,KMX     US,116.643,21246306304,526078976,7.83,CarMax Inc,Automotive Retailers,United States
KO US Equity,2014,COCA-COLA CO/THE,-31.2573,-30.1757,-1.2095,KO      US,44.023,96313999360,8265999936,8.14,Coca-Cola Co/The,Non-Alcoholic Beverages,United States
KO US Equity,2015,COCA-COLA CO/THE,32.478,32.8437,2.5589,KO      US,44.85,93008003072,8567999872,7.77,Coca-Cola Co/The,Non-Alcoholic Beverages,United States
KO US Equity,2016,COCA-COLA CO/THE,-1.488,0,-0.6082,KO      US,46.5,93926998016,6417000192,7.36,Coca-Cola Co/The,Non-Alcoholic Beverages,United States
KO US Equity,2017,COCA-COLA CO/THE,-1.7824,-0.5164,-0.2248,KO      US,47.436,90514997248,6095999872,7.24,Coca-Cola Co/The,Non-Alcoholic Beverages,United States
KO US Equity,2018,COCA-COLA CO/THE,119.3796,117.2776,7.1952,KO      US,51.354,86877003776,5159000000,7.65,Coca-Cola Co/The,Non-Alcoholic Beverages,United States
KO US Equity,2019,COCA-COLA CO/THE,-28.5912,-30.1361,-2.2645,KO      US,58.783,87433003008,7897000128,7.65,Coca-Cola Co/The,Non-Alcoholic Beverages,United States
KO US Equity,2020,COCA-COLA CO/THE,13.6022,12.9826,0.6605,KO      US,56.435,97183997952,7313000000,NA,Coca-Cola Co/The,Non-Alcoholic Beverages,United States
KR US Equity,2014,KROGER CO,174.0643,174.0641,9.1683,KR      US,58.444,29078999040,950000000,5.93,Kroger Co/The,Food & Drug Stores,United States
KR US Equity,2015,KROGER CO,14.8787,14.8787,0.7106,KR      US,42.143,30780999680,988000000,7.34,Kroger Co/The,Food & Drug Stores,United States
KR US Equity,2016,KROGER CO,91.0381,0,3.9769,KR      US,36.714,34661998592,1411000000,6.89,Kroger Co/The,Food & Drug Stores,United States
KR US Equity,2017,KROGER CO,48.1246,48.1247,2.2864,KR      US,23.476,36600000512,1390000000,6.71,Kroger Co/The,Food & Drug Stores,United States
KR US Equity,2018,KROGER CO,95.517,95.5169,2.8174,KR      US,31.02,36956999680,574000000,6.5,Kroger Co/The,Food & Drug Stores,United States
KR US Equity,2019,KROGER CO,157.1623,157.1622,3.9604,KR      US,27.273,44461998080,1120000064,6.64,Kroger Co/The,Food & Drug Stores,United States
KR US Equity,2020,KROGER CO,-23.9415,-23.9416,-1.1519,KR      US,36.32,47543001088,3902000064,7.65,Kroger Co/The,Food & Drug Stores,United States
KSS US Equity,2014,KOHLS CORP,-43.0227,-43.0227,-1.4129,KSS     US,60.278,14101000192,1119000000,7.51,Kohl's Corp,Department Stores,United States
KSS US Equity,2015,KOHLS CORP,2.045,2.0449,0.075,KSS     US,56.789,14355000320,962000000,7.48,Kohl's Corp,Department Stores,United States
KSS US Equity,2016,KOHLS CORP,-46.0225,0,-0.49370000000000003,KSS     US,47.238,13360000000,1314000000,7.59,Kohl's Corp,Department Stores,United States
KSS US Equity,2017,KOHLS CORP,-17.9011,-17.9011,-0.8312,KSS     US,43.133,13038000128,851000000,7.32,Kohl's Corp,Department Stores,United States
KSS US Equity,2018,KOHLS CORP,231.8647,231.8645,8.2935,KSS     US,80.833,12915000320,1759000000,7.37,Kohl's Corp,Department Stores,United States
KSS US Equity,2019,KOHLS CORP,382.076,382.0758,14.4489,KSS     US,57.235,14542000128,1031000000,7.23,Kohl's Corp,Department Stores,United States
KSU US Equity,2014,KANSAS CITY SOUTHERN,36.2093,35.8752,1.2263,KSU     US,122.833,7816999936,-67800000,7.63,Kansas City Southern/Old,Rail Freight,United States
KSU US Equity,2015,KANSAS CITY SOUTHERN,-68.7186,-64.3303,-1.4343,KSU     US,99.611,8322500096,-35000000,7.49,Kansas City Southern/Old,Rail Freight,United States
KSU US Equity,2016,KANSAS CITY SOUTHERN,-54.6292,0,-2.0137,KSU     US,101.875,8829500416,322600000,8.08,Kansas City Southern/Old,Rail Freight,United States
KSU US Equity,2017,KANSAS CITY SOUTHERN,4.1845,28.7418,1.5948,KSU     US,115.2,9100300288,314900000,7.9,Kansas City Southern/Old,Rail Freight,United States
KSU US Equity,2018,KANSAS CITY SOUTHERN,-68.3685,-66.6912,-2.3618,KSU     US,124.533,9409099776,366300000,8.07,Kansas City Southern/Old,Rail Freight,United States
KSU US Equity,2019,KANSAS CITY SOUTHERN,496.5803,551.6362,21.967,KSU     US,154.333,9698400256,467600000,7.65,Kansas City Southern/Old,Rail Freight,United States
KSU US Equity,2020,KANSAS CITY SOUTHERN,16.7383,28.2032,1.1406,KSU     US,192.952,10365599744,566200000,NA,Kansas City Southern/Old,Rail Freight,United States
L US Equity,2014,LOEWS CORP,23.1147,52.9724,3.1615,L       US,47,78529003520,839000000,5.09,Loews Corp,P&C Insurance,United States
L US Equity,2015,LOEWS CORP,4.9211,39.7791,2.2963,L       US,41.667,77531996160,484000000,5.33,Loews Corp,P&C Insurance,United States
L US Equity,2016,LOEWS CORP,7.3276,NA,0.79,L       US,43,78507999232,1696000000,5.29,Loews Corp,P&C Insurance,United States
L US Equity,2017,LOEWS CORP,20.0285,19.903,1.5412,L       US,47.333,79527002112,1425000000,5.49,Loews Corp,P&C Insurance,United States
L US Equity,2018,LOEWS CORP,-14.8882,-9.1857,-0.3809,L       US,54,78724997120,3148000000,5.46,Loews Corp,P&C Insurance,United States
L US Equity,2019,LOEWS CORP,1.0841,21.2896,1.1901,L       US,52,82499002368,1091000000,5.42,Loews Corp,P&C Insurance,United States
L US Equity,2020,LOEWS CORP,59.7701,102.3498,2.4454,L       US,NA,79463997440,879000000,5.21,Loews Corp,P&C Insurance,United States
LDOS US Equity,2019,LEIDOS HOLDINGS INC,2.2934,21.7289,0.7274,LDOS    US,92.818,9409999872,840000000,7.71,Leidos Holdings Inc,IT Services,United States
LDOS US Equity,2020,LEIDOS HOLDINGS INC,22.398,21.1139,0.641,LDOS    US,115,12284999680,1381000000,NA,Leidos Holdings Inc,IT Services,United States
LEG US Equity,2014,LEGGETT & PLATT INC,451.802,434.8231,18.8485,LEG     US,38.75,3184699904,310200000,7.26,Leggett & Platt Inc,Furniture,United States
LEG US Equity,2015,LEGGETT & PLATT INC,149.7981,166.1163,9.652,LEG     US,47,3066200064,313400000,6.89,Leggett & Platt Inc,Furniture,United States
LEG US Equity,2016,LEGGETT & PLATT INC,-24.557,0,-0.236,LEG     US,48,3070299904,380200000,6.99,Leggett & Platt Inc,Furniture,United States
LEG US Equity,2017,LEGGETT & PLATT INC,-49.9718,-47.7585,-2.3834,LEG     US,53.8,3323699968,268500000,6.91,Leggett & Platt Inc,Furniture,United States
LEG US Equity,2018,LEGGETT & PLATT INC,-72.6919,-72.692,-1.6365,LEG     US,42.667,3549100032,270300000,7.51,Leggett & Platt Inc,Furniture,United States
LEG US Equity,2019,LEGGETT & PLATT INC,3486.2097,3446.4227,116.9385,LEG     US,50.75,4857800192,465800000,7.54,Leggett & Platt Inc,Furniture,United States
LEG US Equity,2020,LEGGETT & PLATT INC,-36.3317,-37.0408,-1.0058,LEG     US,45.75,4663799808,542800000,7.12,Leggett & Platt Inc,Furniture,United States
LEN US Equity,2014,LENNAR CORP-A,161.3223,170.5479,5.5182,LEN     US,44.974,12290076672,-701450976,6.47,Lennar Corp,Homebuilding,United States
LEN US Equity,2015,LENNAR CORP-A,19.8845,-12.6385,-0.4498,LEN     US,55.167,14169374720,-1048948984,6.01,Lennar Corp,Homebuilding,United States
LEN US Equity,2016,LENNAR CORP-A,-18.4464,0,-0.2281,LEN     US,51.7,14998720512,580410032,5.88,Lennar Corp,Homebuilding,United States
LEN US Equity,2017,LENNAR CORP-A,14.9056,5.3955,0.2295,LEN     US,61.536,16939372544,749898008,6.25,Lennar Corp,Homebuilding,United States
LEN US Equity,2018,LENNAR CORP-A,-17.3183,-18.5854,-0.4965,LEN     US,61.765,28289394688,1291662960,5.81,Lennar Corp,Homebuilding,United States
LEN US Equity,2019,LENNAR CORP-A,-19.415,-4.9069,-0.2994,LEN     US,65.312,29459447808,1142728016,6.46,Lennar Corp,Homebuilding,United States
LEN US Equity,2020,LENNAR CORP-A,-53.4097,-53.4372,-1.133,LEN     US,88.053,29315284992,5671237120,6.34,Lennar Corp,Homebuilding,United States
LH US Equity,2014,LABORATORY CRP OF AMER HLDGS,19.2834,19.2833,0.5677,LH      US,112.167,7231799808,557200000,7.26,Laboratory Corp of America Hol,Health Care Services,United States
LH US Equity,2015,LABORATORY CRP OF AMER HLDGS,220.5677,220.5675,7.0383,LH      US,139.75,14422299648,594500000,6.89,Laboratory Corp of America Hol,Health Care Services,United States
LH US Equity,2016,LABORATORY CRP OF AMER HLDGS,-76.0461,0,-2.2378,LH      US,146.067,14483000320,811400000,6.66,Laboratory Corp of America Hol,Health Care Services,United States
LH US Equity,2017,LABORATORY CRP OF AMER HLDGS,0.701,0.7011,-0.0274,LH      US,173,16691800064,1053200000,6.7,Laboratory Corp of America Hol,Health Care Services,United States
LH US Equity,2018,LABORATORY CRP OF AMER HLDGS,-33.7101,-25.8177,-0.8837,LH      US,187.118,16661399552,984100000,6.96,Laboratory Corp of America Hol,Health Care Services,United States
LH US Equity,2019,LABORATORY CRP OF AMER HLDGS,-17.5718,-11.7598,-0.8038,LH      US,187.833,17847799808,967100000,7.87,Laboratory Corp of America Hol,Health Care Services,United States
LH US Equity,2020,LABORATORY CRP OF AMER HLDGS,277.3961,277.396,11.415,LH      US,242.533,18739599360,1520000000,8.21,Laboratory Corp of America Hol,Health Care Services,United States
LHX US Equity,2014,L3HARRIS TECHNOLOGIES INC,133.7384,NA,6.3812,LHX     US,65.833,4836599808,539800000,7.29,L3Harris Technologies Inc,Defense,United States
LHX US Equity,2015,L3HARRIS TECHNOLOGIES INC,126.727,119.4942,5.1609,LHX     US,95.571,12563999744,704900000,7.06,L3Harris Technologies Inc,Defense,United States
LHX US Equity,2016,L3HARRIS TECHNOLOGIES INC,40.0797,0,2.3472,LHX     US,101.857,11777999872,754000000,6.95,L3Harris Technologies Inc,Defense,United States
LHX US Equity,2017,L3HARRIS TECHNOLOGIES INC,34.2472,33.0463,2.5033,LHX     US,155,10099000320,500000000,6.83,L3Harris Technologies Inc,Defense,United States
LHX US Equity,2018,L3HARRIS TECHNOLOGIES INC,-70.0446,-70.484,-1.2847,LHX     US,189.545,9838999552,615000000,7.24,L3Harris Technologies Inc,Defense,United States
LHX US Equity,2019,L3HARRIS TECHNOLOGIES INC,-51.4778,NA,-2.2026,LHX     US,247,38947000320,NA,7.25,L3Harris Technologies Inc,Defense,United States
